DBA,BORO,ZIPCODE,Latitude,Longitude,STREET,CUISINE DESCRIPTION
TAVERN ON READE,Manhattan,10007,40.71490163,-74.00641372,READE STREET,American
MCDONALD'S,Manhattan,10010,40.73743732,-73.97987904,EAST   23 STREET,American
GOOD SUGAR,Manhattan,10021,40.76790237,-73.96195263,3 AVENUE,"Juice, Smoothies, Fruit Salads"
LUTHUN,Manhattan,10009,40.7302876,-73.9822373,EAST   13 STREET,American
MOMOSAN RAMEN & SAKE,Manhattan,10016,40.7498459,-73.97721893,LEXINGTON AVENUE,Japanese
CHIPOTLE MEXICAN GRILL,Manhattan,10023,40.77896578,-73.98135046,AMSTERDAM AVENUE,Tex-Mex
Modern Bread & Bagel,Manhattan,10011,40.73786451,-73.99803336,WEST   14 STREET,Jewish/Kosher
BIG WONG RESTAURANT,Manhattan,10036,40.76169962,-73.99025712,9 AVENUE,Chinese
HAMPTON INN,Manhattan,10019,40.76305229,-73.98555684,8 AVENUE,American
OH K-DOG,Manhattan,10002,40.72105769,-73.98786763,LUDLOW STREET,Korean
ZIBETTO ESPRESSO BAR,Manhattan,10036,40.75909387,-73.98213574,AVENUE OF THE AMERICAS,Coffee/Tea
HOTEL CARLYLE EMPLOYEE CAFETERIA,Manhattan,10021,40.77425965,-73.96328486,EAST   76 STREET,American
SERENA'S,Manhattan,10065,40.76532194,-73.96088915,2 AVENUE,Mediterranean
SUBWAY,Manhattan,10018,40.75638054,-73.99410926,9 AVENUE,Sandwiches
OSO,Manhattan,10031,40.82182942,-73.95010688,AMSTERDAM AVENUE,Mexican
JAPONICA,Manhattan,10003,40.73365385,-73.99302879,UNIVERSITY PLACE,Japanese
"MISS KOREA BARBECUE ""SUN""",Manhattan,10001,40.74743743,-73.98620265,WEST   32 STREET,Korean
LITTLE REBEL,Manhattan,10003,40.73200076,-73.98520639,2 AVENUE,American
BURGER MANIA,Manhattan,10018,40.75242167,-73.98431034,WEST   39 STREET,Hamburgers
L'ADRESSE NOMAD,Manhattan,10001,40.7455493,-73.98866795,BROADWAY,American
GAZAB,Manhattan,10002,40.72184803,-73.9865038,ESSEX STREET,Indian
THAI FOR THOUGHT,Manhattan,10003,40.72830398,-73.98892345,EAST    7 STREET,Thai
SARABETH'S BAKERY,Manhattan,10011,40.74186904,-74.00471301,9 AVENUE,Bakery Products/Desserts
SUPPER,Manhattan,10009,40.72276736,-73.98517959,EAST    2 STREET,Italian
CULTURE 307,Manhattan,10018,40.75493942,-73.99217472,WEST   38 STREET,Coffee/Tea
FAIRFIELD INN & SUITES,Manhattan,10001,40.75190936,-73.99485678,WEST   33 STREET,American
HYUN,Manhattan,10016,40.74750033,-73.98443782,EAST   33 STREET,Korean
CLOCKTOWER,Manhattan,10010,40.7411768,-73.9877593,MADISON AVENUE,American
BREADS BAKERY,Manhattan,10021,40.7712666,-73.95950289,3 AVENUE,Bakery Products/Desserts
HEALTHY CHOICE GOURMET DELI & PIZZA,Manhattan,10001,40.74793484,-73.9928324,7 AVENUE,Sandwiches
TACOS & TEQUILA,Manhattan,10128,40.78082814,-73.94957443,2 AVENUE,Mexican
5IVE SPICE,Manhattan,10012,40.72248828,-73.99606402,MULBERRY STREET,Asian/Asian Fusion
AMERICAN CUT,Manhattan,10013,40.71915025,-74.01033188,GREENWICH STREET,Steakhouse
1915 Lanzhou Hand Pulled Noodles & Dumplings,Manhattan,10010,40.74047874,-73.98115559,EAST   26 STREET,Chinese
THE SHOP +,Manhattan,10001,40.74997907,-73.98615881,WEST   35 STREET,American
LUKE'S LOBSTER,Manhattan,10003,40.73476267,-73.99208689,UNIVERSITY PLACE,Seafood
Liberty Bagels,Manhattan,10022,40.76329697,-73.97266945,EAST   58 STREET,Other
COSITAS CAFE,Manhattan,10075,40.77211276,-73.95425649,EAST   78 STREET,Coffee/Tea
EASTVIEW SR. LIVING,Manhattan,10035,40.80385516,-73.93570809,3 AVENUE,American
HUNGARIAN PASTRY SHOP,Manhattan,10025,40.80347212,-73.9635107,AMSTERDAM AVENUE,Eastern European
SEMICOLON,Manhattan,10032,40.83465895,-73.94542098,EDWARD M MORGAN PLACE,Coffee/Tea
CALEXICO,Manhattan,10075,40.77243172,-73.95572209,2 AVENUE,Mexican
IPPUDO,Manhattan,10036,40.75643934,-73.9800321,WEST   46 STREET,Japanese
MAMA SUSHI,Manhattan,10034,40.86605452,-73.9278744,DYCKMAN STREET,Japanese
SUBCONSCIOUS,Manhattan,10027,40.80910295,-73.95937141,AMSTERDAM AVENUE,Sandwiches/Salads/Mixed Buffet
WINGSTOP,Manhattan,10025,40.79807763,-73.96929254,BROADWAY,American
JASMINES CARIBBEAN CUISINE,Manhattan,10036,40.76057148,-73.98976275,WEST   46 STREET,Caribbean
FLEET BAKERY,Manhattan,10013,40.71482492,-73.99695908,BOWERY,Bakery Products/Desserts
TAZA CAFE & DELI,Manhattan,10010,40.74170625,-73.98526557,PARK AVENUE SOUTH,American
LAVENDER LAKE,Manhattan,10006,40.70658172,-74.01267075,BROADWAY,American
CHOP & GO,Manhattan,10022,40.75922866,-73.9703501,LEXINGTON AVENUE,Salads
JIN RAMEN,Manhattan,10031,40.82825443,-73.94912641,BROADWAY,Japanese
LITTLE MYANMAR,Manhattan,10009,40.72283875,-73.98534552,EAST    2 STREET,Asian/Asian Fusion
MCDONALD'S,Manhattan,10029,40.78970855,-73.9460394,3 AVENUE,Hamburgers
MEDITERRANEO,Manhattan,10065,40.76507223,-73.9610698,2 AVENUE,Italian
FRESH KITCHEN,Manhattan,10016,40.75085929,-73.98031891,MADISON AVE,American
EMPIRE STEAK HOUSE,Manhattan,10022,40.75622349,-73.9717014,EAST   50 STREET,American
CHOP'T,Manhattan,10014,40.72834007,-74.00534345,VARICK STREET,Other
FALAFEL STATION,Manhattan,10018,40.75563383,-73.99193642,WEST   39 STREET,Mediterranean
COMMUNITY FOOD AND JUICE,Manhattan,10025,40.80589907,-73.96544912,BROADWAY,American
DALTON'S BAR & GRILL,Manhattan,10036,40.75935847,-73.99196123,9 AVENUE,American
MCDONALD'S,Manhattan,10001,40.75255704,-73.99317839,8 AVENUE,Hamburgers
SUGAR BAR,Manhattan,10023,40.7793229,-73.98335795,WEST   72 STREET,American
GALLAGHER'S,Manhattan,10019,40.76290383,-73.98371945,WEST   52 STREET,American
JSR HOSPITALITY GROUP LLC,Manhattan,10036,40.75988493,-73.98627587,WEST   47 STREET,
ANDY'S RESTAURANT,Manhattan,10035,40.80248883,-73.93670995,3 AVENUE,Latin American
WESTVILLE UPPER EAST SIDE,Manhattan,10024,40.78613727,-73.9782537,BROADWAY,American
BARCADE,Manhattan,10011,40.74414163,-73.99372059,WEST   24 STREET,American
SUBWAY,Manhattan,10003,40.7342135,-73.98936629,EAST   14 STREET,Sandwiches/Salads/Mixed Buffet
WOLFNIGHTS,Manhattan,10016,40.74491376,-73.9782636,EAST   33 STREET,Mediterranean
YUNNAN RICE NOODLE HOUSE,Manhattan,10013,40.71526684,-73.99750736,BAYARD STREET,Chinese
GROUND CENTRAL COFFEE COMPANY,Manhattan,10017,40.75027838,-73.97185192,2 AVENUE,Coffee/Tea
DOUGHNUT PLANT,Manhattan,10017,40.75209393,-73.97760435,EAST   42 STREET,Donuts
ELEMENT HOTEL TIME SQUARE,Manhattan,10018,40.75557892,-73.99176317,WEST   39 STREET,American
CATERING KITCHEN (GOOGLE),Manhattan,10011,40.74340039,-74.00858899,11 AVENUE,American
BBF,Manhattan,10002,40.72190303,-73.98744177,LUDLOW STREET,Japanese
HILLTOP PARK ALEHOUSE,Manhattan,10032,40.83540204,-73.94390979,BROADWAY,American
LE PAIN QUOTIDIEN,Manhattan,10019,40.76350668,-73.97779544,6 AVENUE,French
BIG GAY ICE CREAM/COFFEE PROJECT NEW YORK,Manhattan,10013,40.72388767,-74.01081605,WASHINGTON ST,American
BERGDORF GOODMAN,Manhattan,10151,40.76331917,-73.97369465,5 AVENUE,American
CHINATOWN TAI PAN BAKERY,Manhattan,10013,40.71694116,-73.99818188,CANAL STREET,Bakery Products/Desserts
WENDY'S,Manhattan,10003,40.73558065,-73.99263166,EAST   14 STREET,Hamburgers
STARBUCKS,Manhattan,10019,40.7637372,-73.97760403,6 AVENUE,Coffee/Tea
THAYER,Manhattan,10009,40.72472109,-73.98144868,AVENUE B,Coffee/Tea
COCINA DEL SUR,Manhattan,10018,40.75152411,-73.98410482,WEST   38 STREET,Latin American
DAVE'S HOT CHICKEN,Manhattan,10027,40.80969763,-73.95007266,WEST  125 STREET,Chicken
ELSIE ROOFTOP,Manhattan,10018,40.75370382,-73.98704594,BROADWAY,American
ZLS BBQ,Manhattan,10010,40.7385686,-73.98251655,EAST   23 STREET,Chinese
SOOTHR,Manhattan,10003,40.73242096,-73.98728824,EAST   13 STREET,Thai
GRACIE-MEWS RESTAURANT,Manhattan,10028,40.77344024,-73.95186546,1 AVENUE,American
LIBRARY BAR AT SHERATON NEW YORK TIMES SQUARE,Manhattan,10019,40.76266753,-73.98209507,7 AVENUE,Coffee/Tea
OLD TBILISI,Manhattan,10012,40.72890287,-74.00068913,BLEECKER STREET,Mediterranean
EAR INN,Manhattan,10013,40.72599304,-74.00930109,SPRING STREET,American
PIZZA SHACK,Manhattan,10019,40.77035943,-73.99154833,WEST   57 STREET,Pizza
POPEYES,Manhattan,10009,40.73078149,-73.9811872,EAST   14 STREET,Chicken
CAFE KITSUNE,Manhattan,10014,40.73502354,-74.00607648,HUDSON STREET,American
CHINA WOK,Manhattan,10037,40.81255111,-73.94197833,LENOX AVENUE,Chinese
ROWDY ROOSTER,Manhattan,10001,40.7490188,-73.98995942,WEST   32 STREET,Indian
EAST MEETS WEST BY FRIEDMANS,Manhattan,10282,40.71480461,-74.01615332,NORTH END AVENUE,Asian/Asian Fusion
FIELDS GOOD CHICKEN,Manhattan,10016,40.75125446,-73.97986763,MADISON AVE,Chicken
DELICO,Manhattan,10017,40.74913128,-73.97271859,2 AVENUE,Sandwiches
FOUNDRY KITCHEN & BAR,Manhattan,10036,40.75747525,-73.98830856,WEST   43 STREET,American
LA NOSTRA PIZZERIA,Manhattan,10029,40.79337001,-73.94041325,2 AVENUE,Pizza
AUNTIE GUAN'S KITCHEN 108,Manhattan,10011,40.73759277,-73.99743436,WEST   14 STREET,Chinese
LE CAFE COFFEE,Manhattan,10107,40.76638394,-73.98211934,WEST   57 STREET,Coffee/Tea
BLANK STREET,Manhattan,10038,40.7093517,-74.00664764,WILLIAM STREET,Coffee/Tea
FIFTYLAN,Manhattan,10001,40.74798395,-73.98910784,6 AVENUE,Coffee/Tea
MUDVILLE9,Manhattan,10007,40.71529947,-74.00879097,CHAMBERS STREET,American
DUNKIN,Manhattan,10005,40.70672482,-74.00862031,PINE STREET,Donuts
JUST SALAD,Manhattan,10023,40.77765938,-73.98204769,BROADWAY,Salads
KAJIKEN RAMEN,Manhattan,10018,40.75183455,-73.98631002,6 AVENUE,Japanese
FEDERAL GOURMET DELI,Manhattan,10007,40.71599139,-74.00478692,BROADWAY,American
WAN WAAN THAI RESTAURANT,Manhattan,10011,40.74355168,-73.99973656,8 AVENUE,Thai
STARBUCKS,Manhattan,10001,40.75265035,-73.99310981,8 AVENUE,Coffee/Tea
INES CARNEGIE,Manhattan,10019,40.76517851,-73.97927859,WEST   57 STREET,Coffee/Tea
ISE,Manhattan,10003,40.72907263,-73.99023304,COOPER SQUARE,Japanese
MIANSAI,Manhattan,10013,40.72085247,-73.99949494,CROSBY STREET,Coffee/Tea
CHOP'T,Manhattan,10022,40.76135084,-73.97226234,EAST   56 STREET,Salads
WASABI SUSHI BENTO,Manhattan,10018,40.75469473,-73.98750054,SEVENTH AVENUE,Japanese
UNION BANK OF SWITZERLAND,Manhattan,10019,40.76074583,-73.97981783,6 AVENUE,American
IKUMI,Manhattan,10012,40.72674547,-74.00212145,SULLIVAN STREET,Japanese
STARBUCKS,Manhattan,10003,40.73386464,-73.98674311,3 AVENUE,Coffee/Tea
Kung Fu Kitchen,Manhattan,10018,40.75565297,-73.99092576,8 AVENUE,Chinese
FAMOUS RAY'S PIZZA,Manhattan,10019,40.76026613,-73.98387532,7 AVENUE,Pizza
GRACE STREET,Manhattan,10001,40.74745939,-73.98620987,WEST   32 STREET,Coffee/Tea
SUBWAY,Manhattan,10028,40.7763501,-73.9528671,2 AVENUE,Sandwiches
AUNT JAKE'S,Manhattan,10028,40.77445952,-73.95424404,2 AVENUE,Italian
CHIPOTLE MEXICAN GRILL,Manhattan,10038,40.70685943,-74.00699004,MAIDEN LANE,Tex-Mex
FELICE 64 WINE BAR,Manhattan,10065,40.76263717,-73.95975002,1 AVENUE,Italian
CITY SCOOP,Manhattan,10019,40.76591694,-73.97975849,7 AVENUE,Frozen Desserts
NEW YORK LUNCHEONETTE,Manhattan,10022,40.75632236,-73.97193959,EAST   50 STREET,American
LITTLE COLLINS,Manhattan,10017,40.75232083,-73.97332364,3 AVENUE,American
PLAYA BOWLS,Manhattan,10024,40.78730636,-73.97736857,BROADWAY,"Juice, Smoothies, Fruit Salads"
DUNKIN,Manhattan,10039,40.82068108,-73.93684071,WEST  145 STREET,Donuts
KATI SHOP,Manhattan,10018,40.75204054,-73.98750465,BROADWAY,Thai
CHIPOTLE MEXICAN GRILL,Manhattan,10001,40.74608494,-73.99418596,7 AVENUE,Sandwiches/Salads/Mixed Buffet
ROOFTOP,Manhattan,10001,40.74498938,-73.9887727,BROADWAY,Italian
DUNKIN,Manhattan,10038,40.70887943,-74.00908588,NASSAU STREET,Donuts
KORONET PIZZA,Manhattan,10075,40.7739812,-73.95961677,LEXINGTON AVENUE,Pizza
PHOSHIME,Manhattan,10016,40.7454355,-73.97949768,EAST   33 STREET,Asian/Asian Fusion
MCDONALD'S,Manhattan,10014,40.72867768,-74.00528935,VARICK STREET,American
XI'AN FAMOUS FOODS,Manhattan,10013,40.71514606,-73.99716828,BAYARD STREET,Chinese
HELL'S KITCHEN PICKLEBALL CLUB,Manhattan,10019,40.76604221,-73.99728885,12 AVENUE,Coffee/Tea
LA DEVOZIONE,Manhattan,10011,40.74186904,-74.00471301,9 AVENUE,Italian
KIMPTON HOTEL THETA/BAR SPREZZATURA,Manhattan,10019,40.76112014,-73.98693981,8 AVENUE,Italian
HAWA SMOOTHIE,Manhattan,10016,40.74491376,-73.9782636,EAST   33 STREET,"Juice, Smoothies, Fruit Salads"
