DBA,BORO,ZIPCODE,Latitude,Longitude,STREET,CUISINE DESCRIPTION
KAZUNORI,Manhattan,10003,40.73479835,-73.99203276,UNIVERSITY PLACE,Japanese
SULLIVAN & CROMWELL,Manhattan,10004,40.70210514,-74.0112489,BROAD STREET,American
STARBUCKS COFFEE #62547,Manhattan,10001,40.75190947,-73.99868622,WEST   31 STREET,Other
GREENBERGS BAGELS 3 LLC,Manhattan,10014,40.73012425,-74.00305606,CARMINE STREET,
PUEBLA MEXICAN FOOD,Manhattan,10002,40.71814005,-73.98840207,ESSEX STREET,Mexican
RED ROOM,Manhattan,10003,40.72638547,-73.98988708,EAST    4 STREET,Bottled Beverages
MCDONALD'S,Manhattan,10036,40.75732992,-73.98972715,8 AVENUE,American
SHOSHIN,Manhattan,10012,40.72436299,-74.00304136,THOMPSON STREET,
DUNKIN DONUTS,Manhattan,10013,40.7164635,-74.00435768,BROADWAY,Coffee/Tea
CASA MAYA,Manhattan,10029,40.78942452,-73.94329502,2 AVENUE,Mexican
T TIME BOBA LLC,Manhattan,10128,40.78633794,-73.95209443,EAST   96 STREET,
BOWERY ELECTRIC,Manhattan,10003,40.7258065,-73.99199055,BOWERY,American
MERCHANTS CIGAR BAR/TRADEWELL PARK,Manhattan,10065,40.76124045,-73.96079048,1 AVENUE,Barbecue
CASK BAR & KITCHEN,Manhattan,10016,40.74541902,-73.97945799,EAST   33 STREET,American
ANASSA,Manhattan,10282,40.71480461,-74.01615332,NORTH END AVENUE,Spanish
WESTSIDE THEATRE,Manhattan,10036,40.75937225,-73.99277702,WEST   43 STREET,American
THE MEZZ (GOOGLE),Manhattan,10011,40.74186904,-74.00471301,9 AVENUE,American
K. MINAMOTO,Manhattan,10020,40.75766859,-73.97784071,5 AVENUE,Bakery Products/Desserts
MAMAS CHICKEN SHACK HAPPY DUMPLING COCOA CABIN COCOA CABIN,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
SUSHI BLOSSOMS,Manhattan,10001,40.74761388,-73.99678434,8 AVENUE,Japanese
PLAYWRIGHTS HORIZONS,Manhattan,10036,40.7587355,-73.99339434,WEST   42 STREET,American
Van Leeuwen Ice Cream LLC,Manhattan,10011,40.74054342,-74.00032117,WEST   16 STREET,Frozen Desserts
MORGAN LIBRARY,Manhattan,10016,40.74892721,-73.98173064,EAST   36 STREET,American
SHAKE SHACK BRYANT PARK,Manhattan,10036,40.75517201,-73.98493773,WEST   42 STREET,Sandwiches
RESTAURANT ASSOCIATES/AMERICAN EXPRESS,Manhattan,10281,40.71443965,-74.01549311,VESEY STREET,American
EARTHBAR,Manhattan,10012,40.72729159,-73.9951834,BROADWAY,
AMERICAN RETRO BAR & GRILL,Manhattan,10019,40.76493821,-73.98789571,9 AVENUE,American
96 TEARS,Manhattan,10009,40.72587423,-73.98364916,AVENUE A,American
OLDE CITY CHEESESTEAKS & BREW,Manhattan,10011,40.74359834,-73.99972573,8 AVENUE,American
POINT SEVEN,Manhattan,10017,40.75415504,-73.97655693,PARK AVE,Seafood
LOS TACOS NO.1,Manhattan,10007,40.71420982,-74.00851306,CHURCH STREET,Tex-Mex
ETHEL BARRYMORE THEATER,Manhattan,10036,40.75983001,-73.98610261,WEST   47 STREET,American
BLUE PARK KITCHEN,Manhattan,10017,40.75104199,-73.97425173,3 AVENUE,American
CARROLL PLACE,Manhattan,10012,40.72851586,-73.9998629,BLEECKER STREET,Italian
NIKUTEI FUTAGO,Manhattan,10013,40.722642,-74.00352832,WEST BROADWAY,Japanese
MARKET @ Marymount Manhattan College Dormitory,Manhattan,10022,40.75860762,-73.96765758,EAST   55 STREET,
STARBUCKS,Manhattan,10001,40.75117384,-73.99692493,WEST   31 STREET,Coffee/Tea
ALLORA,Manhattan,10001,40.74627913,-73.98614154,5 AVENUE,Italian
Forbidden Well,Manhattan,10003,40.73304998,-73.99275102,EAST   11 STREET,Coffee/Tea
AUCTION HOUSE,Manhattan,10128,40.77964807,-73.94998695,EAST   89 STREET,American
1251 FOOD LLC,Manhattan,10020,40.75963708,-73.98062674,AVENUE OF THE AMERICAS,
ANIMO!,Manhattan,10022,40.75684532,-73.96707731,2 AVENUE,Mexican
BLOOMBERG 120 PARK,Manhattan,10017,40.75167689,-73.97842741,PARK AVE,
BRAVO PIZZA,Manhattan,10019,40.76378233,-73.98502603,8 AVENUE,Pizza
DA'MILIO,Manhattan,10012,40.72432446,-73.99435022,MOTT STREET,American
JADIS,Manhattan,10002,40.7208878,-73.99103513,RIVINGTON STREET,French
EL FISH,Manhattan,10023,40.77521686,-73.98410637,AMSTERDAM AVENUE,Mexican
RUMOURS,Manhattan,10019,40.76556624,-73.98372241,8 AVENUE,American
SEA BISCUIT,Manhattan,10004,40.7016879,-74.01163113,SOUTH STREET,
APOLLO VICTORIA,Manhattan,10027,40.80945583,-73.94946234,WEST  125 STREET,
TACO BELL,Manhattan,10035,40.80411102,-73.93678787,EAST  125 STREET,Mexican
POPUP BAGELS,Manhattan,10022,40.76082847,-73.96888743,EAST   57 STREET,Jewish/Kosher
TRIBECA ROOFTOP (10 DESBROSSES STREET),Manhattan,10013,40.72388789,-74.00819682,CANAL STREET,American
MARLA 2022 INC,Manhattan,10014,40.73355246,-74.00319694,CHRISTOPHER STREET,
BASILICO PIZZERIA,Manhattan,10003,40.7249744,-73.98721029,1 AVENUE,
003RJRH CORP,Manhattan,10010,40.73994427,-73.98652177,PARK AVENUE SOUTH,
GREENBERG'S BAGELS 3,Manhattan,10014,40.73012425,-74.00305606,CARMINE STREET,Bagels/Pretzels
BURGER BROS NY INC.,Manhattan,10037,40.81264166,-73.9419349,LENOX AVENUE,
THE JAZZ CLUB,Manhattan,10019,40.76262761,-73.97422197,5 AVENUE,American
CHIP CITY,Manhattan,10112,40.75874744,-73.97869222,ROCKEFELLER PLAZA,Bakery Products/Desserts
POPEYES,Manhattan,10035,40.80463597,-73.9380769,EAST  125 STREET,Chicken
JABA NYC RESTAURANT,Manhattan,10022,40.76056697,-73.96622717,EAST   58 STREET,
WENDY'S,Manhattan,10032,40.83887561,-73.94136619,BROADWAY,American
MUSETTE WINE BAR,Manhattan,10037,40.81165117,-73.94264021,LENOX AVENUE,French
EARTHBAR,Manhattan,10005,40.70733945,-74.01099731,WALL STREET,
DUNKIN,Manhattan,10018,40.75216358,-73.98370043,WEST   39 STREET,Donuts
SMASHBURGERS AND WINGS BY CARACAS GRILL,Manhattan,10003,40.73660979,-73.99067938,UNION SQUARE WEST,
ISTANBUL KEBAB HOUSE,Manhattan,10019,40.76259161,-73.98958916,9 AVENUE,Mediterranean
FOSSETTA,Manhattan,10002,40.7224631,-73.98881619,ALLEN STREET,Italian
NAYA GRAND CENTRAL LLC,Manhattan,10017,40.75584308,-73.97662853,EAST   47 STREET,
CAFFE PANNA,Manhattan,10003,40.73690034,-73.98664868,IRVING PLACE,Coffee/Tea
MAGNOLIA BAKERY,Manhattan,10020,40.7593544,-73.9808073,AVENUE OF THE AMERICAS,Bakery Products/Desserts
CHICKEN RANCH,Manhattan,10040,40.86309261,-73.92732086,SHERMAN AVENUE,Chicken
PLANET HOLLYWOOD / CHICKEN GUY!,Manhattan,10036,40.75533125,-73.98531308,WEST   42 STREET,American
THE MUSKET ROOM,Manhattan,10012,40.72375077,-73.99374056,ELIZABETH STREET,American
Mela Pica Pollo,Manhattan,10040,40.8537707,-73.93045791,SAINT NICHOLAS AVENUE,Other
CHEESE WHEEL PASTA,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,Italian
1600 THIRD AVENUE CORP,Manhattan,10128,40.7812355,-73.95223894,3 AVENUE,
KIMIKA,Manhattan,10012,40.72067945,-73.99517305,KENMARE STREET,American
JUN-MEN RAMEN BAR,Manhattan,10001,40.74786095,-74.00033925,9 AVENUE,Japanese
YAMADA CHIKARA NEW YORK,Manhattan,10017,40.75472994,-73.97011028,EAST   49 STREET,Japanese
DAILY PROVISIONS,Manhattan,10029,40.7872857,-73.95410158,MADISON AVENUE,American
TAVERN 62 LLC,Manhattan,10065,40.76423147,-73.96710613,EAST   62 STREET,
SQUARESPACE (Entrance Clarkson ST),Manhattan,10014,40.7291388,-74.00524609,VARICK STREET,American
EVELYN'S KITCHEN,Manhattan,10035,40.79774446,-73.93413928,1 AVENUE,American
LOS MARISCOS,Manhattan,10011,40.74193762,-74.00555385,WEST   15 STREET,Mexican
POPS PIZZA,Manhattan,10019,40.76268727,-73.98579879,8 AVENUE,
HOLYWATER,Manhattan,10013,40.71608996,-74.00874778,WEST BROADWAY,Creole
INWOOD SOCIAL,Manhattan,10034,40.86384607,-73.92523034,SHERMAN AVENUE,
MCDONALD'S #3081,Manhattan,10031,40.82669866,-73.95025859,BROADWAY,Hamburgers
Maya's Snack Bar,Manhattan,10035,40.79724411,-73.93760706,2 AVENUE,Mexican
CHOP'T,Manhattan,10019,40.76401186,-73.97857862,WEST   56 STREET,Salads
SUSHI MASU,Manhattan,10023,40.77835587,-73.97811182,COLUMBUS AVENUE,
FOODANCE RESTAURANT,Manhattan,10036,40.7623585,-73.99213414,WEST   47 STREET,Italian
OASIS JIMMA JUICE BAR,Manhattan,10017,40.75229211,-73.96830673,EAST   47 STREET,
SWEET & VICIOUS,Manhattan,10012,40.72111033,-73.99421701,SPRING STREET,American
THE MULBERRY,Manhattan,10012,40.72286706,-73.99588722,MULBERRY STREET,American
HUDSON CLUB,Manhattan,10019,40.76357287,-73.97947403,WEST   55 STREET,
NAYA,Manhattan,10005,40.70547875,-74.00787355,WALL STREET,Middle Eastern
PLAYHOUSE BAR,Manhattan,10014,40.73301998,-74.00315,7 AVENUE SOUTH,American
ARANA EN EL JARDIN,Manhattan,10009,40.72464735,-73.98388397,EAST    5 STREET,
HAWA SMOOTHIES,Manhattan,10009,40.73087485,-73.98140366,EAST   14 STREET,"Juice, Smoothies, Fruit Salads"
GO GO BAR,Manhattan,10002,40.72205104,-73.98570646,EAST HOUSTON STREET,
KIN GIN,Manhattan,10002,40.7199598,-73.98802296,RIVINGTON STREET,Japanese
BRICK WINE BAR,Manhattan,10002,40.72067572,-73.9842529,CLINTON STREET,American
PALENQUE,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
YAYA TEA,Manhattan,10002,40.71638936,-73.99476574,CHRYSTIE STREET,
ABYSSINIA ETHIOPIAN RESTAURANT,Manhattan,10030,40.81622001,-73.94590943,WEST  135 STREET,Ethiopian
PRET A MANGER,Manhattan,10018,40.75384396,-73.98855103,7 AVENUE,Sandwiches/Salads/Mixed Buffet
BNY Exec. Dining Hall (16thfloor),Manhattan,10007,40.7140476,-74.01161165,E GREENWICH ST,American
CORKBUZZ,Manhattan,10003,40.73499057,-73.99334979,EAST   13 STREET,New American
People's Pops,Manhattan,10004,40.69105356,-74.01962371,CLAYTON ROAD,Other
BOURBON AND BRANCH,Manhattan,10001,40.75049557,-73.99096616,7 AVENUE,American
PAPER SONS CAFE,Manhattan,10013,40.71397682,-73.9987014,MOTT STREET,Coffee/Tea
41 JOHN AB LLC,Manhattan,10038,40.70931043,-74.00810846,JOHN STREET,
STUDIO 151,Manhattan,10009,40.72552741,-73.97780453,AVENUE C,Japanese
Tasty Picks 3,Manhattan,10029,40.78455008,-73.94377946,1 AVENUE,American
LIMONE LLC,Manhattan,10025,40.80107531,-73.96153628,COLUMBUS AVENUE,
GRAND BRASSERIE,Manhattan,10017,40.75209393,-73.97760435,EAST   42 STREET,French
DUNKIN',Manhattan,10018,40.74927887,-73.98395378,5 AVENUE,Donuts
KERNEL,Manhattan,10010,40.74060295,-73.98604529,PARK AVENUE SOUTH,American
Golden Wuish,Manhattan,10038,40.70764445,-74.00657533,PLATT STREET,Asian/Asian Fusion
THE STANDARD HIGH LINE,Manhattan,10014,40.74061727,-74.00771894,WASHINGTON STREET,American
L&Y HAWA JUICE STORE,Manhattan,10065,40.76154332,-73.96366371,2 AVENUE,"Juice, Smoothies, Fruit Salads"
EMPLOYEE DINING,Manhattan,10001,40.74543955,-73.9890866,WEST   28 STREET,
STARBUCKS,Manhattan,10016,40.74852109,-73.98241288,MADISON AVENUE,Coffee/Tea
DUNKIN,Manhattan,10037,40.81499303,-73.9402168,LENOX AVENUE,Donuts
BONCHON 1ST AVE,Manhattan,10010,40.73582602,-73.97916146,1 AVENUE,Korean
SANDRO'S RESTAURANT,Manhattan,10028,40.77751031,-73.9509129,EAST   86 STREET,Italian
PRET A MANGER (located at 32th & 7th adjacent to Zaro's Bakery),Manhattan,10121,40.75000977,-73.99134519,PENN PLZ,American
THE LEVER CLUB,Manhattan,10022,40.75941306,-73.97236062,PARK AVENUE,American
INSOMNIA COOKIES,Manhattan,10119,40.75109132,-73.9929259,PENN PLAZA,American
DEMO,Manhattan,10014,40.73012425,-74.00305606,CARMINE STREET,
7TH STREET BURGER,Manhattan,10018,40.75245795,-73.98954383,7 AVENUE,American
"OFFICE HOURS (entrance at 33rd &7th Ave, 2nd floor of Penn Station corporate building)",Manhattan,10121,40.75000977,-73.99134519,PENN PLAZA,
RUFFIAN,Manhattan,10009,40.72637936,-73.98430928,EAST    7 STREET,
PEN & FROG SOCIAL CLUB LLC,Manhattan,10014,40.73206747,-74.00523189,BEDFORD STREET,
HARNEY & SONS TEA,Manhattan,10013,40.72156885,-73.99939031,BROOME STREET,Coffee/Tea
DUNKIN DONUTS/GUY V. MOLINARI,Manhattan,10004,40.7016879,-74.01163113,SOUTH STREET,Donuts
SUSHI & CO,Manhattan,10018,40.7534321,-73.98715067,BROADWAY,
PUTTERY,Manhattan,10014,40.74178381,-74.00738707,WEST   14 STREET,American
ADDEY ABABA ETHIOPIAN CUISINE,Manhattan,10033,40.85067595,-73.93752783,WEST  181 STREET,Ethiopian
STARBUCKS,Manhattan,10028,40.77870914,-73.95614397,LEXINGTON AVENUE,Coffee/Tea
CAFE LLAMA (FL 66),Manhattan,10001,40.75548041,-74.00021296,HUDSON BLVD EAST,American
THE BEAN,Manhattan,10003,40.73124936,-73.99186,BROADWAY,Coffee/Tea
DUNKIN'/UHALL COMMONS CAFE,Manhattan,10003,40.734068,-73.98906682,EAST   14 STREET,American
VERS,Manhattan,10019,40.7626465,-73.98954944,9 AVENUE,American
MARTHA'S DELI & BICYCLE,Manhattan,10033,40.85063636,-73.9404955,CABRINI BOULEVARD,
PROFIT CHINESE RESTAURANT,Manhattan,10016,40.74553349,-73.97533655,2 AVENUE,
XENO'S PIZZA,Manhattan,10022,40.75745016,-73.97073712,EAST   52 STREET,Pizza
YEFSI ESTIATORIO,Manhattan,10075,40.77102162,-73.95071191,YORK AVENUE,Greek
Margari Pizza,Manhattan,10022,40.7589007,-73.96557106,2 AVENUE,Pizza
GROUND CENTRAL COFFEE COMPANY,Manhattan,10022,40.76006841,-73.96976495,LEXINGTON AVENUE,
DUBLIN HOUSE,Manhattan,10024,40.78349424,-73.97915009,WEST   79 STREET,Irish
VIVI BUBBLE TEA,Manhattan,10023,40.7780571,-73.980365,WEST   72 STREET,Coffee/Tea
NYC PIZZA KITCHEN,Manhattan,10016,40.74182639,-73.98097116,3 AVENUE,Pizza
CAFE D'ANVERS/MOJO DESSERTS,Manhattan,10029,40.78851318,-73.94898356,LEXINGTON AVENUE,French
SORATE,Manhattan,10012,40.72566675,-74.00301256,SULLIVAN STREET,Coffee/Tea
CECIL'S STEAKHOUSE/ MINTON'S PLAYHOUSE,Manhattan,10026,40.8046838,-73.95198004,WEST  118 STREET,Steakhouse
LA CONTENTA LES,Manhattan,10002,40.71881239,-73.9871249,NORFOLK STREET,Mexican
LAS PANTERAS NEGRAS,Manhattan,10029,40.79283224,-73.94080739,2 AVENUE,Spanish
NAYA (Inside Moynihan Train Hall),Manhattan,10001,40.75089934,-73.99627889,WEST   31 STREET,Mediterranean
LUNETTA PIZZA,Manhattan,10010,40.7370373,-73.98443666,3 AVENUE,Pizza
FOOD CITY CAFE & PIZZA,Manhattan,10019,40.76351576,-73.98274823,BROADWAY,Other
DRAI'S,Manhattan,10011,40.73909418,-74.00100679,WEST   14 STREET,
PEOPLE'S NYC LLC,Manhattan,10011,40.7369505,-73.99800452,WEST   13 STREET,
DOS TOROS TAQUERIA,Manhattan,10017,40.75389681,-73.97551391,PARK AVE,
HUDSON HOUND,Manhattan,10014,40.73615164,-74.0059106,HUDSON STREET,American
EL RINCON DE MI TIERRA RESTAURANT,Manhattan,10031,40.82675186,-73.94650427,AMSTERDAM AVENUE,Latin American
COMPLETE CAFE,Manhattan,10004,40.70617289,-74.01124959,BROAD STREET,Eastern European
EMPANADA PAPA,Manhattan,10003,40.73660979,-73.99067938,UNION SQUARE WEST,
TEAZZI TEA SHOP,Manhattan,10011,40.73665398,-73.99515385,WEST   14 STREET,Coffee/Tea
BK JANI,Manhattan,10022,40.75845753,-73.97091355,LEXINGTON AVENUE,Pakistani
ROMA PIZZA,Manhattan,10019,40.7631209,-73.98548102,8 AVENUE,Pizza
CECCHI'S BAR & GRILL,Manhattan,10011,40.73688188,-73.99784214,WEST   13 STREET,American
MET LIFE JUICE & SMOOTHIE BAR,Manhattan,10017,40.75415504,-73.97655693,PARK AVE,"Juice, Smoothies, Fruit Salads"
NORIMEN INC,Manhattan,10013,40.71609301,-73.9972476,ELIZABETH STREET,
CRISPIN'S HELL'S KITCHEN,Manhattan,10031,40.82757226,-73.94590378,AMSTERDAM AVENUE,French
MARRIOTT MARQUIS - Main Kitchen/5th Floor Emplyee Cafe,Manhattan,10036,40.75825993,-73.98546765,BROADWAY,American
ESSENTIAL BY CHRISTOPHE,Manhattan,10024,40.78084786,-73.97688331,WEST   77 STREET,French
SWEETGREEN,Manhattan,10018,40.75257027,-73.98737822,BROADWAY,Salads
INTIMISSIMI CAFE,Manhattan,10017,40.75755606,-73.9778985,5 AVENUE,Coffee/Tea
A-OK CAFE (Aritzia),Manhattan,10012,40.72390189,-73.9980482,BROADWAY,Coffee/Tea
MISCHA,Manhattan,10022,40.75811155,-73.97036143,EAST   53 STREET,American
NIGHTLY'S,Manhattan,10075,40.77254971,-73.9556137,2 AVENUE,American
PARIS BAGUETTE,Manhattan,10018,40.75140366,-73.98659885,AVENUE OF THE AMERICAS,
OUR VODKA,Manhattan,10001,40.74542064,-73.99287237,WEST   26 STREET,American
BRICIOLA,Manhattan,10014,40.72907299,-74.00349258,BEDFORD STREET,Pizza
PIC UP STIX,Manhattan,10128,40.78242174,-73.95345859,LEXINGTON AVENUE,Asian/Asian Fusion
HARI 999 INC,Manhattan,10036,40.75406824,-73.98232117,WEST   42 STREET,
KOO THAI,Manhattan,10128,40.7801984,-73.94693539,1 AVENUE,Thai
THE SSAM,Manhattan,10018,40.75493942,-73.99217472,WEST   38 STREET,Korean
CHINATO,Manhattan,10002,40.72117568,-73.98757179,STANTON STREET,Chinese
KIRKLAND & ELLIS 52TH FLOOR - THE HUB,Manhattan,10022,40.75845753,-73.97091355,LEXINGTON AVENUE,Other
AUNT BERNIE'S,Manhattan,10016,40.74598964,-73.97791318,3 AVENUE,French
SPRINGBONE,Manhattan,10010,40.74065253,-73.98749957,EAST   23 STREET,Other
BAYA BAR,Manhattan,10025,40.79404211,-73.96664351,COLUMBUS AVENUE,"Juice, Smoothies, Fruit Salads"
CHOP'T,Manhattan,10021,40.76601944,-73.95436177,YORK AVENUE,Salads
SUGABOX,Manhattan,10013,40.71519273,-73.99729454,BAYARD STREET,Coffee/Tea
ELEVEN MADISON PARK,Manhattan,10010,40.74161044,-73.98744887,MADISON AVENUE,Vegan
RITAS,Manhattan,10019,40.763909,-73.9886251,9 AVENUE,American
LE CAFE COFFEE,Manhattan,10007,40.71178312,-74.01208378,GREENWICH STREET,French
MARIA FIGUEROA,Manhattan,10027,40.80896574,-73.95947264,AMSTERDAM AVENUE,
GNOCCHI ON 9TH,Manhattan,10075,40.77147132,-73.95639787,2 AVENUE,
PHO GA VANG NYC LLC,Manhattan,10002,40.71271959,-73.99440892,MARKET STREET,
ME-MEDITERRANEAN EATERY,Manhattan,10044,40.76194975,-73.94967902,MAIN STREET,Mediterranean
DUNKIN DONUTS BASKIN ROBBINS,Manhattan,10025,40.79604141,-73.97074899,BROADWAY,Coffee/Tea
POP'S BAGELS NOLITA,Manhattan,10012,40.72471696,-73.99429246,EAST HOUSTON STREET,Bagels/Pretzels
LEGEND'S ROOM - OA3070,Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,American
LIFESTYLE 1104 JUICES,Manhattan,10001,40.75428912,-73.99635089,WEST   35 STREET,"Juice, Smoothies, Fruit Salads"
WOLFE TONE'S IRISH PUB & KITCHEN,Manhattan,10016,40.74443448,-73.98478138,EAST   29 STREET,Irish
CRIOLLAS BAKED EMPANADAS,Manhattan,10019,40.76681223,-73.98280875,8 AVENUE,Mexican
HO FOODS NYC,Manhattan,10009,40.72650017,-73.98464118,EAST    7 STREET,Chinese
NAMA,Manhattan,10019,40.76262761,-73.97422197,5 AVENUE,Other
BREEZY HILL ORCHARD/STONE RIDGE ORCHARD,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
VICE VERSA,Manhattan,10019,40.76330493,-73.98656756,WEST   51 STREET,Italian
LARTIGIANO GELATO USA LLC,Manhattan,10019,40.76780849,-73.98226697,COLUMBUS CIRCLE,
REPUBLICA,Manhattan,10040,40.86370666,-73.92611265,DYCKMAN STREET,Latin American
MCDONALD'S,Manhattan,10003,40.73689798,-73.99050252,UNION SQUARE WEST,Sandwiches
ROMEO'S,Manhattan,10009,40.72727144,-73.98456884,SAINT MARKS PLACE,American
CHICK-FIL-A,Manhattan,10018,40.7517824,-73.98632085,AVENUE OF THE AMERICAS,Chicken
ARCH AMENITIES GROUP,Manhattan,10019,40.76064125,-73.97830898,WEST   52 STREET,American
STARBUCKS COFFEE # 77655,Manhattan,10021,40.76601394,-73.95434012,YORK AVENUE,Coffee/Tea
VINTAGE GREEN ROOFTOP,Manhattan,10016,40.74859995,-73.97810359,LEXINGTON AVENUE,
GOOGLE 5BB,Manhattan,10011,40.74190747,-74.00465888,9 AVENUE,American
DUNKIN,Manhattan,10006,40.71009751,-74.01478873,WEST STREET,Donuts
ADRIA,Manhattan,10028,40.77447048,-73.95421154,2 AVENUE,Italian
POLAR PUB,Manhattan,10007,40.71178312,-74.01208378,GREENWICH STREET,American
THE MOLLY PITCHER CLUB,Manhattan,10036,40.76135105,-73.99050985,9TH AVE,American
DUNKIN,Manhattan,10001,40.74701224,-73.98841867,BROADWAY,Donuts
BLUE BOTTLE COFFEE,Manhattan,10001,40.75123412,-73.99416385,8TH AVE,Coffee/Tea
HAPPY HOME FOOD INC,Manhattan,10003,40.73051007,-73.98318257,1 AVENUE,
SPICE BROTHERS,Manhattan,10009,40.72732086,-73.98468428,SAINT MARKS PLACE,Middle Eastern
DUNKIN DONUTS,Manhattan,10004,40.7016879,-74.01163113,SOUTH STREET,Donuts
TROCITOS DE MEXICO,Manhattan,10034,40.86487395,-73.91911548,POST AVENUE,Mexican
MANUELA,Manhattan,10012,40.72545819,-74.00028863,PRINCE STREET,American
SOURAJI,Manhattan,10009,40.72225931,-73.9832532,AVENUE B,
RLA,Manhattan,10014,40.73285254,-74.00320412,7TH AVE S,
SAINT LOUS RESTAURANT,Manhattan,10027,40.81056765,-73.94397415,LENOX AVENUE,
HK BOXERS NYC,Manhattan,10019,40.76329147,-73.9890981,9 AVENUE,American
BURGER KING,Manhattan,10006,40.70985629,-74.01205097,LIBERTY STREET,Hamburgers
MARRIOTT MARQUIS PASTRY SHOP,Manhattan,10036,40.75825993,-73.98546765,BROADWAY,Bakery Products/Desserts
THE RAMBLE,Manhattan,10001,40.75245019,-74.00070382,HUDSON YARDS,Sandwiches
CARMEN GENAO,Manhattan,10034,40.87070884,-73.91476222,BROADWAY,
NAYA,Manhattan,10021,40.76567644,-73.95458944,YORK AVENUE,Middle Eastern
ATLAS SOCIAL CLUB,Manhattan,10019,40.76390351,-73.98865398,9 AVENUE,American
BROOKLYN NATIONAL DELI,Manhattan,10018,40.75618542,-73.99056473,8 AVENUE,American
CAVA,Manhattan,10014,40.72754124,-74.00727364,HUDSON STREET,Mediterranean
DAN AND JOHNS WINGS,Manhattan,10011,40.73755708,-73.99730084,WEST   14 STREET,Other
NEGRIL,Manhattan,10012,40.72952867,-73.99833668,WEST    3 STREET,Caribbean
THE SANDWICH BOARD,Manhattan,10002,40.71828034,-73.99191209,ELDRIDGE STREET,Sandwiches
BEEFBAR NEW YORK,Manhattan,10013,40.71938918,-74.0086905,HUDSON STREET,Steakhouse
TINY DANCER COFFEE SHOP,Manhattan,10019,40.7612735,-73.98416746,BROADWAY,Coffee/Tea
OTI,Manhattan,10002,40.71992645,-73.98462105,CLINTON STREET,
REALMUTO ALTA PASTICCERIA ITALIANA BAKERY,Manhattan,10014,40.73397791,-74.00257994,7 AVENUE SOUTH,Bakery Products/Desserts
"ZIYAN MOTT ST, LLC",Manhattan,10013,40.71879933,-73.99659093,MOTT STREET,
BAOBAO SLIDER,Manhattan,10001,40.75054191,-73.98754102,HERALD SQ,
ACADIA,Manhattan,10019,40.76443434,-73.9774594,WEST   57 STREET,Mediterranean
La Noxe,Manhattan,10001,40.74707851,-73.99345685,7 AVENUE,American
KETCHY SHUBY,Manhattan,10013,40.72086892,-73.99773082,BROOME STREET,Fusion
BABYSIPS LLC,Manhattan,10002,40.71889165,-73.98443731,RIVINGTON STREET,
SHAKE SHACK,Manhattan,10003,40.73017605,-73.99046019,ASTOR PL,Hamburgers
OFF THE WAGON,Manhattan,10012,40.72975924,-74.00069997,MACDOUGAL STREET,American
EARTHBAR,Manhattan,10010,40.74060295,-73.98604529,PARK AVENUE SOUTH,
PANERA BREAD #9331,Manhattan,10016,40.73948979,-73.97662346,1 AVENUE,Coffee/Tea
THE GARRETT,Manhattan,10014,40.73247649,-74.00372369,BLEECKER STREET,American
BANI L 27 CORP,Manhattan,10034,40.86523549,-73.9219821,WEST  204 STREET,
NBC,Manhattan,10036,40.75909387,-73.98213574,6 AVENUE,American
BLUEROAD,Manhattan,10002,40.72029742,-73.98822853,LUDLOW STREET,
STARBUCKS,Manhattan,10018,40.7517471,-73.9900745,7 AVENUE,Coffee/Tea
NEW BAGEL RX,Manhattan,10011,40.73736498,-73.99902932,WEST   13 STREET,American
OAKBERRY,Manhattan,10075,40.77378013,-73.95764557,3 AVENUE,"Juice, Smoothies, Fruit Salads"
HOT DOG CONCESSION (FC6100),Manhattan,10121,40.75065484,-73.99194424,PENN PLZ,American
CONVENE,Manhattan,10001,40.75371004,-73.99977983,HUDSON YARDS,
CHIPOTLE MEXICAN GRILL,Manhattan,10014,40.72834007,-74.00534345,VARICK STREET,Tex-Mex
DON CHICKEN,Manhattan,10002,40.72263328,-73.98877648,ALLEN STREET,Korean
SRINIDHHI INC,Manhattan,10029,40.78966191,-73.94607555,3 AVENUE,
GENKI OMAKASE,Manhattan,10012,40.72888364,-73.99825732,LAGUARDIA PLACE,Japanese
TWO PERRYS,Manhattan,10009,40.72478368,-73.97835678,AVENUE C,Bottled Beverages
POP EMPANADA NYC,Manhattan,10036,40.75920426,-73.98653591,WEST   46 STREET,Latin American
"ARAMARK SERVICES INC.,",Manhattan,10022,40.76108209,-73.97325154,MADISON AVENUE,
SHERATON NEW YORK TIMES SQUARE - PASTRY KITCHEN,Manhattan,10019,40.76266753,-73.98209507,7 AVENUE,Bakery Products/Desserts
CHICK-FIL-A,Manhattan,10010,40.74243161,-73.99313252,AVENUE OF THE AMERICAS,Chicken
FLIK @ WELLINGTON MANAGEMENT,Manhattan,10003,40.73233624,-73.99131502,BROADWAY,Bakery Products/Desserts
ERNESTO'S,Manhattan,10002,40.71443428,-73.98546281,EAST BROADWAY,Spanish
CICCI DI CARNE/ELECTRIC PIZZA/PLANT NATION,Manhattan,10001,40.75355633,-73.99881252,WEST   33 STREET,
